participant.label,informationtreatment.5.player.display_payoff_euro
5b59ea857ac6d70001aae449,5.46
5422ae1afdf99b328c91b203,4.20
60eefc637c43864099be023a,7.22
5d7ebf9e93902b0001965912,5.01
5f25ae44546c5a26eabe8a14,5.44
5bc0dc5f68d8ec0001a27a7f,5.40
5eb9a982da9efb0d08870a26,5.89
5e7fa0e918b10804bb87eb63,5.14
5ddc3d821096eab9b719ca02,5.17
5fb249cbf1bb8b7db9bb8d13,6.44
62fb79e7c968f4fc555d1e2f,5.16
5a4a8802817d1800018d2549,4.42
5d8507a6611c9700152f1126,6.56
56b6e889f2fc70000b32f99e,4.13
5dee11c6d35cc34acae7c301,4.46
5ebaec011a7d64080694fe74,4.52
6346b0c544caa80ebc4e5b2d,4.30
5bbd2bdcf7358a000171636f,6.07
599a9252bbe848000179676e,5.60
60886f033e4f5c214da0c898,5.69
6311b67cfbf71fef17be1dd3,4.93
5f7a4d05a8da636ab1802596,4.02
5d2de4db914b6e001877da8f,8.02
5d7aad1cf6ad4700158bb42a,3.49
5e668a7463bec7407f2a65f9,5.34
