participant.label,informationtreatment.5.player.display_payoff_euro
5dc2eae146c7ba2062db9637,6.27
5b52f4933234ab00014ca442,6.49
56ce42d9465e580006846f57,5.96
5fb29577ca2ab98b170f5299,4.66
5c62de3f48fe4e000180e09d,6.15
5f1ad337b6464a21cea3a611,6.48
5836f2421bf4040001eb6a36,7.79
5d445f038dd58b001afdeb32,6.55
5dfb7cbd01423f8a774d893b,4.46
6361bfe81e0da4a406b33f1e,6.11
5cc99062d918560016acf6ac,5.21
5a270517b4a5de00011af15c,6.81
5f50db296d9ce726e639d020,5.96
627218ff9eeedee1aa9c45f5,6.33
585d139a460cb5000183f705,4.83
5d6fd7cf855c8c0018fbaa30,5.81
5b421b9ac2e3810001763252,7.09
6366196f67e21bd61419d473,4.69
6318ec19888839dfc0b4d5c8,4.69
61517b09cb26914ee2b6b731,4.64
5b13da851e55760001ba009a,3.38
56d8df02d13f6b000e542eef,5.61
5996d2256b939900012d9f22,5.93
5ffb432901d8311622530a52,5.92
578a060882f7f90001ee801e,4.96
