participant.label,informationtreatment.5.player.display_payoff_euro
5d3587a13e11900001093ae8,4.18
5bbd1d04df2fb80001733d30,6.78
604fa685e33606f9a0ee8189,5.59
54258078fdf99b691fb3858e,5.13
5e2e7ffe484f9b45e086fdc0,6.13
62b57d34b7bdc2d0835fab76,5.20
6310c063bd0cce86b0289d20,7.05
5ec79cbd44972a1fceed2719,7.46
5ca9bc7978958e0016c5008b,6.90
59c4f0a2916c4d000109428a,5.07
62e079d42015639ea995ec87,7.59
5b258c9ba7cee100011d8aad,5.19
62db2644ab0a3a353c0dcb54,5.73
62a6083829363a3be4bcea6b,5.39
5ef08aa7177a735c78ffbf40,5.43
5ccef4423f15b900199e1ec3,4.42
5c43724ab00b3300018f49bf,6.09
5f5bb87a0093333445af65f2,5.54
5bec91e66cb00e00015b8a7b,5.99
6278d1758a5f6d5af02d863c,5.31
5755c957eb80c4000741a9ce,6.69
55b78162fdf99b0416ce544e,3.46
5f9802a1306ea3045e8c0b43,7.09
5eff6065cc8d32014292657f,3.97
6001718a9125cb02cdaf26a1,6.18
