participant.label,informationtreatment.5.player.display_payoff_euro
5e3891a0ffe78b000a8a4124,7.44
5cc53cf3291607001757c712,4.58
5ca9f8926025570001c872f3,6.09
5f0874db34894f07bd04f436,4.93
6278270bfb2439bf3abf192d,4.50
62b4370c9a89e5a09c4447de,5.61
5c921106b788a2000170709f,6.15
6347200d8ded5172ec43e0bb,5.68
606f2bc97413a79b160c66b1,7.76
5f75d01a857e4e27a575f7ca,4.66
5ec310cde88df1155e32bba6,5.73
558bb476fdf99b21155f2dbf,4.46
5be9b18df5c1060001085048,6.46
600eccf35bb4996e7d3c694f,4.35
56cf6e8d31a5bc0006e1cdf5,5.18
573dbfc9cc30e7000dc57410,4.54
5f8ece6117db5206eafc8b73,5.75
5ed68c770e41400dd0056c55,5.07
6155f2c84aedcacc95fb188d,6.24
5f8d8af5eadf4d08f6c460f3,5.29
5ee4d9a391a7f31d5c960868,6.84
5fcd709227fabfc6ca7a969e,6.40
5ea057b821f4e400081b71a7,7.34
605a7d4573560179e04af547,4.16
5c5a0ec41bf09700015ca517,6.30
55b765befdf99b0416ce5382,5.85
572f526c3c27e7000e0b8aaa,4.50
5f6c9ef0bd5bc006f3586c40,5.59
60c20abfdccab926283d8f7f,8.29
5a8185b8aa46dd00016b80d6,4.94
615734b16b50355d4521f849,4.31
62e462cbd8f4226e10b998bd,5.37
